cas.number,ConcType,Effect,LifeStage,ExposureType,Endpoint,ObservedDuration.d,ObsRespMean,ToxUnit
6062266,Formulation,Mortality,Adult,Dermal,NOEL,2,25,ug/bee
6923224,Formulation,Mortality,Adult,Dermal,LD50,2,0.35,ug/bee
6923224,Formulation,Mortality,Adult,Dermal,LD50,2,0.35,AI ug/org
6980183,Formulation,Mortality,Adult,Dermal,LD50,3,100,AI ug/org
6988212,Formulation,Mortality,Adult,Dermal,LD50,2,2.21,ug/bee
7287196,Formulation,Mortality,Adult,Dermal,LD50,2,96.69,ug/bee
7632000,Active ingredient,Mortality,Adult,Dermal,LD50,2,182,AI ug/org
7700176,Formulation,Mortality,Adult,Dermal,LD50,2,2.26,ug/bee
7704349,Formulation,Mortality,Adult,Dermal,LD50,2,1051,ug/bee
7775099,Active ingredient,Mortality,Larva,Food,LD50,8,20.8,AI ug/org/d
7775099,Active ingredient,Mortality,Adult,Dermal,LD50,2,116,AI ug/org
7775099,Active ingredient,Mortality,Adult,Food,LD50,2,75,AI ug/org
7775099,Active ingredient,Mortality,Larva,Food,NOEL,8,20.8,AI ug/org/d
7775099,Active ingredient,Mortality,Adult,Food,NOEL,2,75,AI ug/org
7775099,Active ingredient,Mortality,Larva,Food,NOEL,15,20.8,AI ug/org/d
7775099,Active ingredient,Mortality,Adult,Dermal,NOEL,2,116,AI ug/org
7775099,Active ingredient,Development,Larva,Food,NOEL,22,20.8,AI ug/org/d
7778441,Formulation,Mortality,Adult,Dermal,LD50,2,78.56,ug/bee
7786347,Formulation,Mortality,Adult,Dermal,LD50,2,0.36,ug/bee
8001352,Formulation,Mortality,Adult,Dermal,LD50,2,50.4,ug/bee
8003347,Formulation,Mortality,Adult,Dermal,LD50,2,0.63,ug/bee
8012699,Formulation,Mortality,Adult,Dermal,LD50,2,14.5,ug/bee
8012951,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
8012951,Active ingredient,Mortality,Adult,Dermal,LD50,2,1830,AI ug/org
8012951,Active ingredient,Mortality,Adult,Dermal,NOEL,2,1830,AI ug/org
8027007,Formulation,Mortality,Adult,Dermal,LD50,2,40.49,ug/bee
8029296,Formulation,Mortality,Adult,Dermal,LD50,2,25.68,AI ug/org
8046740,Formulation,Mortality,Adult,Food,LD50,2,48.5,AI ug/org
8046740,Formulation,Mortality,Adult,Dermal,LD50,2,50.5,AI ug/org
8051023,Formulation,Mortality,Adult,Dermal,LD50,2,12.33,ug/bee
8051023,Formulation,Mortality,Adult,Dermal,LD50,2,14.5,ug/bee
8065369,Formulation,Mortality,Adult,Dermal,LD50,2,1.66,ug/bee
8065483,Formulation,Mortality,Adult,Dermal,LD50,2,2.6,ug/bee
9006422,Formulation,Mortality,Adult,Food,LD50,2,110.1,AI ug/org
9006422,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
9006422,Formulation,Mortality,Adult,Dermal,LD50,2,437,ug/bee
10004441,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
10004441,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
10028225,Formulation,Mortality,Adult,Dermal,LD50,4,100,AI ug/org
10028225,Formulation,Mortality,Adult,Dermal,NOEL,4,25,AI ug/org
10124659,Formulation,Mortality,Adult,Dermal,LD50,2,0.4975,AI ug/org
10124659,Formulation,Mortality,Adult,Dermal,LD50,2,25,ug/bee
10124659,Formulation,Mortality,Adult,Dermal,NOEL,2,25,ug/bee
10265926,Formulation,Mortality,Adult,Dermal,LD50,2,1.37,ug/bee
10311849,Formulation,Mortality,Adult,Dermal,LD50,2,34.45,ug/bee
10453868,Formulation,Mortality,Adult,Dermal,LD50,2,0.063,ug/bee
10605217,Active ingredient,Mortality,Adult,Dermal,LD50,2,50,AI ug/org
11141176,Formulation,Mortality,Adult,Dermal,LD50,2,2.5,AI ug/org
11141176,Formulation,Mortality,Adult,Dermal,NOEL,2,2.5,AI ug/org
12427382,Formulation,Mortality,Adult,Dermal,LD50,2,12.09,ug/bee
12771685,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
12771685,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
13071799,Formulation,Mortality,Adult,Dermal,LD50,2,4.09,ug/bee
13121705,Formulation,Mortality,Adult,Dermal,LD50,2,40.49,ug/bee
13121705,Formulation,Mortality,Adult,Dermal,LD50,2,38.19,AI ug/org
13171216,Formulation,Mortality,Adult,Dermal,LD50,2,1.46,ug/bee
13194484,Active ingredient,Mortality,Adult,Dermal,LD50,2,2.58,AI ug/org
13194484,Formulation,Mortality,Adult,Dermal,LD50,2,2.58,ug/bee
13356086,Formulation,Mortality,Adult,Dermal,LD50,2,3982,AI ug/org
13457186,Formulation,Mortality,Adult,Dermal,LD50,2,1.85,ug/bee
13684565,Active ingredient,Mortality,Adult,Food,LD50,2,50,AI ug/org
13684565,Active ingredient,Mortality,Adult,Dermal,LD50,2,50,AI ug/org
13684634,Formulation,Mortality,Adult,Food,LD50,3,273.76,AI ug/org
13684634,Formulation,Mortality,Adult,Food,LD50,2,104.8,AI ug/org
13684634,Formulation,Mortality,Adult,Dermal,LD50,2,241.72,ug/bee
13684634,Active ingredient,Mortality,Adult,Food,LD50,2,108.2,AI ug/org
13684634,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
13684634,Formulation,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
13684634,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
13684634,Active ingredient,Mortality,Larva,Food,LD50,8,14,AI ug/org/d
13684634,Formulation,Mortality,Adult,Food,LD50,2,93.8,AI ug/org
13684634,Formulation,Mortality,Adult,Dermal,LD50,3,100,AI ug/org
13684634,Active ingredient,Mortality,Larva,Food,NOEL,8,9.5,AI ug/org/d
13684634,Active ingredient,Development,Larva,Food,NOEL,22,9.5,AI ug/org/d
13684634,Active ingredient,Mortality,Larva,Food,NOEL,15,4.5,AI ug/org/d
13684634,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
14816183,Formulation,Mortality,Adult,Dermal,LD50,2,0.305,ug/bee
15096523,Formulation,Mortality,Adult,Dermal,LD50,2,217.55,ug/bee
15165670,Active ingredient,Mortality,Larva,Food,LD50,3,23.3,ae ug/org
15165670,Active ingredient,Mortality,Larva,Food,LD50,3,23.3,ae ug/org
15972608,Formulation,Mortality,Adult,Dermal,LD50,2,36.26,ug/bee
16484778,Active ingredient,Mortality,Larva,Food,LD50,3,87.2,ae ug/org
16484778,Formulation,Behavior,Adult,Food,NOEL,10,212,ae ug/org/d
16484778,Formulation,Mortality,Adult,Food,NOEL,10,43.2,ae ug/org/d
16672870,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
16672870,Formulation,Mortality,Adult,Food,LD50,2,116.5,AI ug/org
16672870,Formulation,Mortality,Adult,Dermal,LD50,2,12.09,ug/bee
16672870,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
16672870,Formulation,Mortality,Adult,Food,NOEL,2,116.5,AI ug/org
16752775,Active ingredient,Mortality,Larva,Food,LD50,3,3.48,AI ug/org/d
16752775,Formulation,Mortality,Adult,Dermal,LD50,2,1.29,ug/bee
16752775,Formulation,Mortality,Adult,Dermal,LD50,2,1.51,ug/bee
16752775,Active ingredient,Mortality,Adult,Food,NOEL,10,0.0106,AI ug/org/d
16752775,Active ingredient,Behavior,Adult,Food,NOEL,10,0.0106,AI ug/org/d
16752775,Active ingredient,Mortality,Adult,Food,LD50,2,34.3,AI ug/org
16752775,Active ingredient,Mortality,Adult,Dermal,LD50,2,34.3,AI ug/org
17375416,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
17375416,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
17375416,Active ingredient,Mortality,Adult,Dermal,NOEL,4,25,AI ug/org
17781316,Formulation,Mortality,Adult,Dermal,LD50,2,2.42,ug/bee
17804352,Formulation,Mortality,Adult,Dermal,LD50,2,120.86,ug/bee
18181709,Formulation,Mortality,Adult,Dermal,LD50,2,3.99,ug/bee
19666309,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
19666309,Active ingredient,Mortality,Larva,Food,LD50,8,37.5,AI ug/org/d
19666309,Formulation,Mortality,Adult,Dermal,LD50,2,21.7,ug/bee
19666309,Active ingredient,Mortality,Larva,Food,NOEL,15,37.5,AI ug/org/d
19666309,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
19666309,Formulation,Behavior,Adult,Food,NOEL,10,43.4,AI ug/org/d
19666309,Active ingredient,Development,Larva,Food,NOEL,22,37.5,AI ug/org/d
19666309,Active ingredient,Mortality,Larva,Food,NOEL,8,37.5,AI ug/org/d
19666309,Formulation,Mortality,Adult,Food,NOEL,10,43.4,AI ug/org/d
21609905,Formulation,Mortality,Adult,Dermal,LD50,2,2.19,ug/bee
22224926,Formulation,Mortality,Adult,Dermal,LD50,2,1.87,ug/bee
22248799,Formulation,Mortality,Adult,Dermal,LD50,2,1.37,ug/bee
22259309,Formulation,Mortality,Adult,Dermal,LD50,2,14.27,AI ug/org
22781233,Formulation,Mortality,Adult,Dermal,LD50,2,0.428,ug/bee
23031369,Formulation,Mortality,Adult,Dermal,LD50,2,0.185,AI ug/org
23031369,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.028,AI ug/org
23103982,Formulation,Mortality,Adult,Dermal,LD50,2,18.72,AI ug/org
23103982,Formulation,Mortality,Adult,Food,LD50,2,11.31,AI ug/org
23103982,Active ingredient,Mortality,Adult,Food,LD50,5,3.01,AI ug/org
23103982,Active ingredient,Mortality,Adult,Dermal,LD50,5,12.56,AI ug/org
23103982,Active ingredient,Mortality,Adult,Food,NOEL,5,1,AI ug/org
23103982,Active ingredient,Mortality,Adult,Dermal,NOEL,5,5,AI ug/org
23135220,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.466,AI ug/org
23135220,Active ingredient,Mortality,Larva,Food,LD50,3,0.931,AI ug/org
23135220,Formulation,Mortality,Adult,Food,LD50,2,0.312,AI ug/org
23135220,Active ingredient,Mortality,Adult,Food,LD50,2,0.379,AI ug/org
23135220,Formulation,Mortality,Adult,Dermal,LD50,2,0.231,AI ug/org
23135220,Formulation,Mortality,Adult,Dermal,LD50,2,10.32,ug/bee
23135220,Active ingredient,Mortality,Adult,Food,NOEL,10,0.07,AI ug/org/d
23135220,Active ingredient,Mortality,Adult,Food,LD50,2,0.343,AI ug/org
23135220,Active ingredient,Mortality,Adult,Dermal,LD50,2,39.3,AI ug/org
23422539,Active ingredient,Mortality,Adult,Dermal,LD50,2,1,AI ug/org
23422539,Active ingredient,Mortality,Adult,Food,LD50,2,0.16,AI ug/org
23422539,Active ingredient,Mortality,Larva,Food,LD50,8,0.11,AI ug/org/d
23422539,Active ingredient,Mortality,Larva,Food,NOEL,15,0.03,AI ug/org/d
23422539,Active ingredient,Development,Larva,Food,NOEL,22,0.03,AI ug/org/d
23422539,Active ingredient,Behavior,Adult,Food,NOEL,10,0.23,AI ug/org/d
23422539,Active ingredient,Mortality,Adult,Food,NOEL,10,0.087,AI ug/org/d
23422539,Active ingredient,Mortality,Larva,Food,NOEL,8,0.03,AI ug/org/d
23505411,Formulation,Mortality,Adult,Dermal,LD50,2,0.614,ug/bee
23564058,Formulation,Mortality,Adult,Food,LD50,2,114.68,AI ug/org
23564058,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
23564058,Active ingredient,Mortality,Larva,Food,LD50,8,4.16,AI ug/org/d
23564058,Active ingredient,Mortality,Larva,Food,LD50,3,52,AI ug/org/d
23564058,Active ingredient,Mortality,Adult,Food,LD50,2,88,AI ug/org
23564058,Active ingredient,Mortality,Larva,Food,NOEL,8,4.16,AI ug/org/d
23564058,Active ingredient,Development,Larva,Food,NOEL,22,4.16,AI ug/org/d
23564058,Active ingredient,Behavior,Adult,Food,NOEL,10,6.5,AI ug/org/d
23564058,Active ingredient,Mortality,Larva,Food,NOEL,22,4.16,AI ug/org/d
23564058,Active ingredient,Mortality,Adult,Food,NOEL,10,47.29,AI ug/org/d
24017478,Formulation,Mortality,Adult,Dermal,LD50,2,0.268,AI ug/org
24353615,Formulation,Mortality,Adult,Dermal,LD50,2,0.519,ug/bee
25171635,Formulation,Mortality,Adult,Dermal,LD50,2,12,AI ug/org
25311711,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.05,AI ug/org
25311711,Active ingredient,Mortality,Adult,Dermal,NOEL,2,0.01,AI ug/org
25606411,Formulation,Mortality,Adult,Dermal,LD50,2,100,ug/bee
25606411,Formulation,Mortality,Adult,Dermal,NOEL,2,50,ug/bee
25939053,Formulation,Mortality,Adult,Dermal,LD50,2,5.75,ug/bee
25954136,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
26002802,Active ingredient,Mortality,Adult,Dermal,LD50,4,0.067,AI ug/org
26002802,Active ingredient,Mortality,Adult,Dermal,NOEL,4,0.048,AI ug/org
26225796,Active ingredient,Mortality,Larva,Food,LD50,8,22,AI ug/org/d
26225796,Active ingredient,Mortality,Larva,Food,NOEL,8,1.5,AI ug/org/d
26225796,Active ingredient,Mortality,Larva,Food,NOEL,15,1.5,AI ug/org/d
26225796,Active ingredient,Mortality,Adult,Food,NOEL,10,3.8,AI ug/org/d
26225796,Active ingredient,Development,Larva,Food,NOEL,22,5.8,AI ug/org/d
26644462,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
26644462,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
26644462,Active ingredient,Mortality,Adult,Food,NOEL,2,100,AI ug/org
26644462,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
26952205,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
26952205,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
28249776,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
28249776,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
28249776,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
28249776,Active ingredient,Mortality,Adult,Food,NOEL,2,100,AI ug/org
29091212,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
29232937,Formulation,Mortality,Adult,Dermal,LD50,2,0.639,ug/bee
29450451,Formulation,Mortality,Adult,Food,LD50,2,119.24,ae ug/org
29450451,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
29450451,Formulation,Mortality,Adult,Food,NOEL,2,119.24,ae ug/org
29450451,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
30560191,Formulation,Mortality,Adult,Dermal,LD50,2,1.2,ug/bee
33213659,Formulation,Mortality,Adult,Dermal,LD50,2,21.79,AI ug/org
33629479,Formulation,Mortality,Adult,Food,LD50,2,92.8,AI ug/org
33629479,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
33629479,Formulation,Mortality,Adult,Food,NOEL,2,45.6,AI ug/org
34014181,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
34256821,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
34256821,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
34256821,Active ingredient,Mortality,Larva,Food,LD50,8,21.8,AI ug/org/d
34256821,Formulation,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
34256821,Active ingredient,Mortality,Larva,Food,LD50,3,26.5,AI ug/org
34256821,Active ingredient,Mortality,Larva,Food,LD50,8,11.8,AI ug/org/d
34256821,Active ingredient,Mortality,Larva,Food,NOEL,8,6.43,AI ug/org/d
34256821,Active ingredient,Development,Larva,Food,NOEL,22,4.65,AI ug/org/d
34256821,Active ingredient,Mortality,Larva,Food,NOEL,15,4.65,AI ug/org/d
34256821,Active ingredient,Growth,Larva,Food,NOEL,22,25.8,AI ug/org/d
34256821,Active ingredient,Mortality,Larva,Food,NOEL,8,4.65,AI ug/org/d
34256821,Active ingredient,Mortality,Larva,Food,NOEL,15,6.43,AI ug/org/d
34256821,Active ingredient,Development,Larva,Food,NOEL,22,6.43,AI ug/org/d
35367385,Formulation,Mortality,Adult,Food,LD50,2,85.6,AI ug/org
35367385,Active ingredient,Mortality,Adult,Food,LD50,2,9.1,AI ug/org
35367385,Active ingredient,Mortality,Larva,Food,LD50,8,0.044,AI ug/org/d
35367385,Active ingredient,Mortality,Adult,Dermal,LD50,2,74.2,AI ug/org
35367385,Active ingredient,Mortality,Larva,Food,LD50,8,0.0624,AI ug/org
35367385,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
35367385,Active ingredient,Mortality,Larva,Food,NOEL,22,0.0064,AI ug/org/d
35367385,Formulation,Mortality,Adult,Food,NOEL,10,93.5,AI ug/org/d
35367385,Active ingredient,Mortality,Adult,Food,NOEL,10,0.0012,AI ug/org/d
35367385,Active ingredient,Mortality,Larva,Food,NOEL,15,0.0064,AI ug/org/d
35367385,Active ingredient,Development,Larva,Food,NOEL,22,0.0064,AI ug/org/d
35367385,Active ingredient,Development,Larva,Food,NOEL,22,0.0088,AI ug/org
35367385,Active ingredient,Mortality,Larva,Food,NOEL,8,0.038,AI ug/org
35367385,Formulation,Behavior,Adult,Food,NOEL,10,11.1,AI ug/org/d
35367385,Active ingredient,Mortality,Larva,Food,NOEL,8,0.0064,AI ug/org/d
35367385,Active ingredient,Mortality,Larva,Food,NOEL,22,0.0088,AI ug/org
35367385,Active ingredient,Behavior,Adult,Food,NOEL,10,0.0012,AI ug/org/d
36734197,Active ingredient,Mortality,Larva,Food,LD50,8,150,AI ug/org
36734197,Active ingredient,Mortality,Larva,Food,NOEL,15,43,AI ug/org
36734197,Active ingredient,Mortality,Larva,Food,NOEL,8,150,AI ug/org
36734197,Active ingredient,Development,Larva,Food,NOEL,22,30,AI ug/org
37273919,Active ingredient,Mortality,Adult,Food,LD50,2,87,AI ug/org
37273919,Active ingredient,Mortality,Adult,Dermal,LD50,2,113,AI ug/org
38641940,Formulation,Mortality,Adult,Food,LD50,2,100,ug/bee
38641940,Formulation,Mortality,Adult,Dermal,LD50,2,100,ug/bee
38641940,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
38641940,Formulation,Mortality,Adult,Food,LD50,2,100,ug/bee
38641940,Formulation,Mortality,Adult,Food,NOEL,2,50,ug/bee
39148248,Active ingredient,Mortality,Adult,Food,LD50,3,535,AI ug/org
39148248,Active ingredient,Mortality,Adult,Food,LD50,2,709,AI ug/org
39148248,Active ingredient,Mortality,Adult,Dermal,LD50,2,986,AI ug/org
39148248,Formulation,Mortality,Adult,Dermal,LD50,2,100,ug/bee
39148248,Formulation,Mortality,Adult,Dermal,LD50,2,310,AI ug/org
39148248,Formulation,Mortality,Adult,Food,LD50,2,349,AI ug/org
39148248,Active ingredient,Mortality,Adult,Food,LD50,4,455,AI ug/org
39148248,Formulation,Mortality,Adult,Dermal,NOEL,2,310,AI ug/org
39148248,Formulation,Mortality,Adult,Food,NOEL,2,264,AI ug/org
39300453,Formulation,Mortality,Adult,Dermal,LD50,2,33.39,AI ug/org
40487421,Active ingredient,Mortality,Adult,Food,LD50,2,101.2,AI ug/org
