cas.number,ConcType,Effect,LifeStage,ExposureType,Endpoint,ObservedDuration.d,ObsRespMean,ToxUnit
208465218,Active ingredient,Mortality,Adult,Dermal,LD50,3,13,AI ug/org
208465218,Active ingredient,Mortality,Adult,Food,LD50,3,5.6,AI ug/org
208465218,Active ingredient,Mortality,Adult,Dermal,NOEL,3,13,AI ug/org
210631688,Active ingredient,Mortality,Larva,Food,LD50,8,62.8,AI ug/org/d
210631688,Formulation,Mortality,Adult,Dermal,LD50,2,100,ug/bee
210631688,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
210631688,Formulation,Mortality,Adult,Food,LD50,2,108.3,ug/bee
210631688,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
210631688,Formulation,Mortality,Adult,Food,NOEL,2,108.3,ug/bee
210631688,Formulation,Mortality,Adult,Dermal,NOEL,2,100,ug/bee
210631688,Active ingredient,Mortality,Larva,Food,NOEL,15,13.8,AI ug/org/d
210631688,Active ingredient,Development,Larva,Food,NOEL,22,6.46,AI ug/org/d
210631688,Active ingredient,Mortality,Larva,Food,NOEL,8,27.7,AI ug/org/d
210880925,Active ingredient,Mortality,Adult,Food,LD50,2,0.00368,AI ug/org
210880925,Active ingredient,Mortality,Larva,Food,LD50,8,0.00528,AI ug/org
210880925,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.0275,AI ug/org
210880925,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.0439,AI ug/org
210880925,Active ingredient,Mortality,Adult,Food,LD50,2,0.0157,AI ug/org
210880925,Active ingredient,Mortality,Adult,Food,NOEL,2,9e-4,AI ug/org
210880925,Active ingredient,Mortality,Larva,Food,NOEL,8,0.00528,AI ug/org
210880925,Active ingredient,Mortality,Adult,Dermal,NOEL,2,0.0095,AI ug/org
210880925,Active ingredient,Mortality,Adult,Food,NOEL,10,3.6e-4,AI ug/org/d
213464778,Active ingredient,Mortality,Larva,Food,LD50,3,100,AI ug/org/d
213464778,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
213464778,Active ingredient,Mortality,Adult,Food,LD50,2,109.4,AI ug/org
213464778,Active ingredient,Mortality,Larva,Food,LD50,8,53,AI ug/org/d
213464778,Active ingredient,Mortality,Larva,Food,NOEL,15,5,AI ug/org/d
213464778,Active ingredient,Development,Larva,Food,NOEL,22,5,AI ug/org/d
213464778,Active ingredient,Mortality,Larva,Food,NOEL,8,5,AI ug/org/d
213464778,Active ingredient,Behavior,Adult,Food,NOEL,10,41,AI ug/org/d
213464778,Active ingredient,Mortality,Adult,Food,NOEL,10,41,AI ug/org/d
213464778,Active ingredient,Mortality,Adult,Food,NOEL,2,109.4,AI ug/org
213464778,Active ingredient,Growth,Larva,Food,NOEL,22,5,AI ug/org/d
213464778,Active ingredient,Growth,Adult,Food,NOEL,10,41,AI ug/org/d
213464778,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
219714962,Active ingredient,Mortality,Larva,Food,LD50,3,8.48,AI ug/org
219714962,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
219714962,Formulation,Mortality,Adult,Food,LD50,2,21.2,AI ug/org
219714962,Active ingredient,Mortality,Larva,Food,LD50,8,3.4,AI ug/org/d
219714962,Active ingredient,Mortality,Adult,Food,LD50,2,85.3,AI ug/org
219714962,Formulation,Mortality,Adult,Dermal,LD50,2,21.9,AI ug/org
219714962,Active ingredient,Mortality,Larva,Food,NOEL,8,3.4,AI ug/org/d
219714962,Active ingredient,Growth,Larva,Food,NOEL,22,0.29,AI ug/org/d
219714962,Active ingredient,Mortality,Larva,Food,NOEL,15,3.4,AI ug/org/d
219714962,Active ingredient,Development,Larva,Food,NOEL,22,3.4,AI ug/org/d
219714962,Active ingredient,Growth,Adult,Food,NOEL,10,0.87,AI ug/org/d
219714962,Active ingredient,Behavior,Adult,Food,NOEL,10,1.93,AI ug/org/d
219714962,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
219714962,Active ingredient,Mortality,Adult,Food,NOEL,10,2.79,AI ug/org/d
219714962,Formulation,Mortality,Adult,Food,NOEL,2,21.2,AI ug/org
220899036,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
220899036,Active ingredient,Mortality,Adult,Dermal,LD50,2,95.86,AI ug/org
220899036,Formulation,Mortality,Adult,Food,LD50,2,27.7,AI ug/org
220899036,Active ingredient,Mortality,Adult,Food,LD50,2,109,AI ug/org
220899036,Active ingredient,Mortality,Adult,Dermal,NOEL,2,95.86,AI ug/org
220899036,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
220899036,Formulation,Mortality,Adult,Food,NOEL,2,27.7,AI ug/org
220899036,Active ingredient,Mortality,Adult,Food,NOEL,2,109,AI ug/org
221205909,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
221205909,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
221205909,Active ingredient,Mortality,Larva,Food,LD50,8,20,AI ug/org/d
221205909,Active ingredient,Mortality,Larva,Food,LD50,3,100,AI ug/org
221205909,Active ingredient,Mortality,Larva,Food,NOEL,8,20,AI ug/org/d
221205909,Active ingredient,Behavior,Adult,Food,NOEL,10,36,AI ug/org/d
221205909,Active ingredient,Mortality,Larva,Food,NOEL,22,20,AI ug/org/d
221205909,Active ingredient,Mortality,Adult,Food,NOEL,10,36,AI ug/org/d
221205909,Active ingredient,Mortality,Adult,Food,NOEL,2,100,AI ug/org
221205909,Active ingredient,Mortality,Larva,Food,NOEL,15,20,AI ug/org/d
221205909,Active ingredient,Development,Larva,Food,NOEL,22,20,AI ug/org/d
239110157,Active ingredient,Mortality,Adult,Dermal,LD50,3,100,AI ug/org
243973208,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
243973208,Formulation,Mortality,Adult,Food,LD50,2,220,AI ug/org
243973208,Active ingredient,Mortality,Larva,Food,LD50,3,5.2,AI ug/org
243973208,Formulation,Mortality,Adult,Dermal,LD50,2,84,AI ug/org
243973208,Formulation,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
243973208,Active ingredient,Mortality,Adult,Food,LD50,2,88,AI ug/org
243973208,Formulation,Mortality,Adult,Food,LD50,2,93,AI ug/org
243973208,Active ingredient,Mortality,Larva,Food,LD50,8,1.4,AI ug/org/d
243973208,Active ingredient,Development,Larva,Food,NOEL,22,0.55,AI ug/org/d
243973208,Formulation,Mortality,Adult,Food,NOEL,2,53.9,AI ug/org
243973208,Formulation,Mortality,Adult,Food,NOEL,2,14.7,AI ug/org
243973208,Active ingredient,Mortality,Larva,Food,NOEL,15,0.55,AI ug/org/d
243973208,Active ingredient,Mortality,Adult,Dermal,NOEL,2,6.3,AI ug/org
243973208,Formulation,Mortality,Adult,Dermal,NOEL,2,30.8,AI ug/org
243973208,Active ingredient,Behavior,Adult,Food,NOEL,10,24,AI ug/org/d
243973208,Active ingredient,Mortality,Adult,Food,NOEL,10,24,AI ug/org/d
243973208,Active ingredient,Mortality,Larva,Food,NOEL,8,0.55,AI ug/org/d
243973208,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
272451657,Formulation,Mortality,Adult,Food,LD50,2,200,AI ug/org
272451657,Formulation,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
272451657,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
272451657,Active ingredient,Mortality,Adult,Food,LD50,2,200,AI ug/org
272451657,Active ingredient,Mortality,Adult,Food,NOEL,2,200,AI ug/org
272451657,Formulation,Mortality,Adult,Food,NOEL,2,200,AI ug/org
272451657,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
272451657,Formulation,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
274671613,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
283159900,Active ingredient,Mortality,Larva,Food,LD50,8,19.5,AI ug/org/d
283159900,Active ingredient,Mortality,Larva,Food,LD50,8,19.5,AI ug/org/d
283159900,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
283159900,Active ingredient,Mortality,Adult,Food,LD50,2,106.6,AI ug/org
283159900,Active ingredient,Mortality,Larva,Food,NOEL,15,0.276,AI ug/org/d
283159900,Active ingredient,Mortality,Larva,Food,NOEL,8,0.276,AI ug/org/d
283159900,Active ingredient,Mortality,Larva,Food,NOEL,8,4.43,AI ug/org/d
283159900,Active ingredient,Development,Larva,Food,NOEL,22,0.881,AI ug/org/d
283159900,Active ingredient,Mortality,Larva,Food,NOEL,22,0.881,AI ug/org/d
283159900,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
283159900,Active ingredient,Mortality,Adult,Food,LD50,2,55,AI ug/org
283594901,Formulation,Mortality,Adult,Food,LD50,2,64.1,AI ug/org
283594901,Active ingredient,Mortality,Larva,Food,LD50,8,0.07,AI ug/org/d
283594901,Active ingredient,Mortality,Larva,Food,LD50,3,0.06,AI ug/org/d
283594901,Formulation,Mortality,Larva,Food,LD50,8,0.3,AI ug/org/d
283594901,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
283594901,Formulation,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
283594901,Active ingredient,Mortality,Adult,Food,LD50,2,792.4,AI ug/org
283594901,Formulation,Behavior,Adult,Food,NOEL,10,42,AI ug/org/d
283594901,Formulation,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
283594901,Formulation,Development,Larva,Food,NOEL,22,0.3,AI ug/org/d
283594901,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
283594901,Active ingredient,Mortality,Adult,Food,NOEL,2,166.1,AI ug/org
283594901,Formulation,Mortality,Adult,Food,NOEL,10,30,AI ug/org/d
283594901,Formulation,Mortality,Larva,Food,NOEL,8,0.3,AI ug/org/d
283594901,Active ingredient,Mortality,Larva,Food,NOEL,8,0.07,AI ug/org/d
283594901,Formulation,Mortality,Adult,Food,NOEL,2,25,AI ug/org
283594901,Active ingredient,Development,Larva,Food,NOEL,22,0.07,AI ug/org/d
318290981,Formulation,Mortality,Adult,Food,LD50,2,83.7,AI ug/org
318290981,Formulation,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
318290981,Active ingredient,Mortality,Adult,Food,LD50,2,190,AI ug/org
318290981,Active ingredient,Mortality,Adult,Dermal,LD50,2,167,AI ug/org
318290981,Formulation,Mortality,Adult,Food,NOEL,2,47.9,AI ug/org
318290981,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
318290981,Active ingredient,Mortality,Adult,Dermal,NOEL,2,50,AI ug/org
318290981,Active ingredient,Mortality,Adult,Food,NOEL,2,190,AI ug/org
330459319,Active ingredient,Mortality,Adult,Food,LD50,2,0.41,AI ug/org
330459319,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
330459319,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
337458272,Formulation,Mortality,Adult,Dermal,LD50,4,35,AI ug/org
337458272,Active ingredient,Mortality,Adult,Dermal,LD50,4,100,AI ug/org
337458272,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
337458272,Active ingredient,Mortality,Larva,Food,LD50,8,5.4,AI ug/org/d
337458272,Formulation,Mortality,Adult,Food,LD50,4,4.7,AI ug/org
337458272,Active ingredient,Behavior,Adult,Food,NOEL,10,6.9,AI ug/org/d
337458272,Active ingredient,Mortality,Larva,Food,NOEL,8,1.7,AI ug/org/d
337458272,Formulation,Mortality,Adult,Food,NOEL,4,0.1,AI ug/org
337458272,Active ingredient,Development,Larva,Food,NOEL,22,1.7,AI ug/org/d
337458272,Active ingredient,Growth,Larva,Food,NOEL,22,1.7,AI ug/org/d
337458272,Formulation,Mortality,Adult,Dermal,NOEL,4,0.01,AI ug/org
337458272,Active ingredient,Mortality,Adult,Food,NOEL,10,1.2,AI ug/org/d
337458272,Active ingredient,Mortality,Larva,Food,NOEL,15,1.7,AI ug/org/d
352010685,Formulation,Mortality,Adult,Food,LD50,2,195.2,AI ug/org
352010685,Active ingredient,Mortality,Larva,Food,LD50,3,100,AI ug/org
352010685,Formulation,Mortality,Adult,Dermal,LD50,2,197,AI ug/org
352010685,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
352010685,Active ingredient,Mortality,Adult,Food,LD50,2,212.2,AI ug/org
352010685,Active ingredient,Mortality,Larva,Food,LD50,8,11.4,AI ug/org/d
352010685,Active ingredient,Mortality,Adult,Food,NOEL,2,212.2,AI ug/org
352010685,Active ingredient,Mortality,Larva,Food,NOEL,8,6.84,AI ug/org/d
352010685,Active ingredient,Behavior,Adult,Food,NOEL,10,22,AI ug/org/d
352010685,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
352010685,Active ingredient,Mortality,Adult,Food,NOEL,10,22,AI ug/org/d
352010685,Active ingredient,Development,Larva,Food,NOEL,22,6.84,AI ug/org/d
361377299,Active ingredient,Mortality,Larva,Food,LD50,3,80,AI ug/org
361377299,Active ingredient,Mortality,Larva,Food,LD50,8,25,AI ug/org/d
361377299,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
361377299,Active ingredient,Mortality,Adult,Food,LD50,2,843.3,AI ug/org
361377299,Active ingredient,Development,Larva,Food,NOEL,22,4.4,AI ug/org/d
361377299,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
361377299,Formulation,Behavior,Adult,Food,NOEL,10,12.4,AI ug/org/d
361377299,Active ingredient,Mortality,Adult,Food,NOEL,2,843.3,AI ug/org
361377299,Active ingredient,Mortality,Larva,Food,NOEL,8,4.4,AI ug/org/d
361377299,Formulation,Mortality,Adult,Food,NOEL,10,39.2,AI ug/org/d
361377299,Active ingredient,Mortality,Larva,Food,NOEL,15,4.4,AI ug/org/d
365400119,Active ingredient,Mortality,Adult,Dermal,LD50,3,75,AI ug/org
365400119,Active ingredient,Mortality,Adult,Food,LD50,3,120,AI ug/org
365400119,Active ingredient,Mortality,Adult,Food,NOEL,3,120,AI ug/org
365400119,Active ingredient,Mortality,Adult,Dermal,NOEL,3,75,AI ug/org
372137354,Formulation,Mortality,Adult,Food,LD50,2,120.9,AI ug/org
372137354,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
372137354,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
372137354,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
372137354,Formulation,Mortality,Adult,Food,NOEL,2,120.9,AI ug/org
372137354,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
374726622,Active ingredient,Mortality,Adult,Food,LD50,4,160,AI ug/org
374726622,Active ingredient,Mortality,Adult,Dermal,LD50,4,200,AI ug/org
374726622,Active ingredient,Mortality,Adult,Dermal,NOEL,4,200,AI ug/org
374726622,Active ingredient,Mortality,Adult,Food,NOEL,4,160,AI ug/org
403640277,Active ingredient,Mortality,Larva,Food,LD50,7,76.23,AI ug/org/d
403640277,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
403640277,Active ingredient,Mortality,Larva,Food,LD50,8,42.6,AI ug/org/d
403640277,Active ingredient,Mortality,Larva,Food,LD50,7,87,AI ug/org/d
403640277,Active ingredient,Mortality,Larva,Food,LD50,7,87,AI ug/org/d
403640277,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
403640277,Active ingredient,Mortality,Adult,Food,NOEL,10,0.219,AI ug/org/d
403640277,Active ingredient,Development,Larva,Food,NOEL,22,42.6,AI ug/org/d
403640277,Active ingredient,Mortality,Larva,Food,NOEL,8,42.6,AI ug/org/d
403640277,Active ingredient,Mortality,Larva,Food,NOEL,15,42.6,AI ug/org/d
403640277,Active ingredient,Growth,Larva,Food,NOEL,22,21.6,AI ug/org/d
422556089,Active ingredient,Mortality,Adult,Food,LD50,2,107.4,AI ug/org
422556089,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
447399555,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
473798593,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
473798593,Active ingredient,Mortality,Adult,Dermal,LD50,3,100,AI ug/org
473798593,Active ingredient,Mortality,Adult,Food,NOEL,2,25,AI ug/org
473798593,Active ingredient,Mortality,Adult,Dermal,NOEL,3,21,AI ug/org
500008457,Formulation,Mortality,Larva,Food,LD50,8,0.193,AI ug/org/d
500008457,Formulation,Mortality,Larva,Food,LD50,8,0.119,AI ug/org/d
500008457,Formulation,Mortality,Larva,Food,LD50,3,1.6,AI ug/org/d
500008457,Formulation,Mortality,Larva,Food,NOEL,8,0.087,AI ug/org/d
500008457,Formulation,Development,Larva,Food,NOEL,22,0.043,AI ug/org/d
500008457,Formulation,Mortality,Larva,Food,NOEL,15,0.069,AI ug/org/d
500008457,Formulation,Mortality,Larva,Food,NOEL,8,0.069,AI ug/org/d
500008457,Formulation,Development,Larva,Food,NOEL,22,0.069,AI ug/org/d
500008457,Formulation,Behavior,Adult,Food,NOEL,10,9.03,AI ug/org/d
500008457,Formulation,Mortality,Adult,Food,NOEL,10,9.03,AI ug/org/d
500008457,Formulation,Mortality,Larva,Food,NOEL,15,0.043,AI ug/org/d
500008457,Formulation,Mortality,Adult,Food,LD50,3,0.427,AI ug/org
500008457,Formulation,Mortality,Adult,Food,LD50,3,0.459,AI ug/org
500008457,Formulation,Mortality,Adult,Dermal,LD50,2,255,AI ug/org
500207045,Active ingredient,Mortality,Adult,Food,LD50,2,96.8,AI ug/org
500207045,Active ingredient,Mortality,Larva,Food,LD50,8,12.2,AI ug/org/d
500207045,Active ingredient,Mortality,Larva,Food,LD50,8,100,AI ug/org
500207045,Active ingredient,Development,Larva,Food,NOEL,22,5.6,AI ug/org/d
500207045,Active ingredient,Mortality,Larva,Food,NOEL,8,5.6,AI ug/org/d
500207045,Active ingredient,Behavior,Adult,Food,NOEL,10,37,AI ug/org/d
500207045,Active ingredient,Mortality,Adult,Food,NOEL,10,37,AI ug/org/d
500207045,Active ingredient,Mortality,Larva,Food,NOEL,15,5.6,AI ug/org/d
581809463,Active ingredient,Mortality,Adult,Food,LD50,2,121.4,AI ug/org
581809463,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
581809463,Active ingredient,Mortality,Larva,Food,LD50,3,100,AI ug/org
581809463,Active ingredient,Mortality,Adult,Food,NOEL,10,8.26,AI ug/org/d
581809463,Active ingredient,Behavior,Adult,Food,NOEL,10,17.3,AI ug/org/d
658066354,Formulation,Mortality,Adult,Food,LD50,2,110.3,AI ug/org
658066354,Formulation,Mortality,Adult,Food,LD50,2,107.1,AI ug/org
658066354,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
658066354,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
658066354,Active ingredient,Mortality,Larva,Food,LD50,3,60,AI ug/org
658066354,Formulation,Mortality,Adult,Food,NOEL,10,46.6,AI ug/org/d
658066354,Formulation,Behavior,Adult,Food,NOEL,10,80.6,AI ug/org/d
658066354,Active ingredient,Mortality,Adult,Food,LD50,2,92.5,AI ug/org
658066354,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
688046619,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
688046619,Active ingredient,Mortality,Larva,Food,LD50,8,27.5,AI ug/org/d
688046619,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
688046619,Active ingredient,Growth,Larva,Food,NOEL,22,27.5,AI ug/org/d
688046619,Active ingredient,Mortality,Adult,Food,NOEL,10,54,AI ug/org/d
688046619,Active ingredient,Mortality,Adult,Food,NOEL,10,0.26,AI ug/org/d
688046619,Active ingredient,Behavior,Adult,Food,NOEL,10,54,AI ug/org/d
688046619,Active ingredient,Development,Larva,Food,NOEL,22,27.5,AI ug/org/d
688046619,Active ingredient,Mortality,Adult,Food,NOEL,10,27,AI ug/org/d
688046619,Active ingredient,Mortality,Larva,Food,NOEL,15,27.5,AI ug/org/d
688046619,Active ingredient,Mortality,Larva,Food,NOEL,22,27.5,AI ug/org/d
688046619,Active ingredient,Mortality,Larva,Food,NOEL,8,27.5,AI ug/org/d
688046619,Active ingredient,Growth,Adult,Food,NOEL,10,54,AI ug/org/d
736994631,Formulation,Mortality,Adult,Dermal,LD50,2,0.55,AI ug/org
736994631,Formulation,Mortality,Larva,Food,LD50,3,0.0374,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,4,0.404,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,3,0.491,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,2,0.116,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,LD50,3,1.45,AI ug/org
736994631,Active ingredient,Mortality,Adult,Food,LD50,2,0.1055,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,3,0.39,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,4,0.92,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,LD50,2,3.03,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,LD50,2,1.2,AI ug/org
736994631,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.0934,AI ug/org
736994631,Formulation,Mortality,Adult,Food,NOEL,3,0.086,AI ug/org
736994631,Formulation,Behavior,Adult,Food,NOEL,10,0.03,AI ug/org/d
736994631,Formulation,Mortality,Adult,Dermal,NOEL,2,0.5,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,NOEL,2,0.025,AI ug/org
736994631,Formulation,Mortality,Adult,Food,NOEL,3,0.09,AI ug/org
736994631,Active ingredient,Mortality,Adult,Dermal,NOEL,2,0.0243,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,NOEL,3,0.1,AI ug/org
736994631,Formulation,Mortality,Adult,Food,NOEL,4,0.034,AI ug/org
736994631,Formulation,Mortality,Adult,Food,NOEL,10,0.1,AI ug/org/d
736994631,Formulation,Mortality,Adult,Dermal,NOEL,2,0.19,AI ug/org
736994631,Active ingredient,Mortality,Adult,Food,LD50,2,0.281,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,2,0.53,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
736994631,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.0934,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,LD50,3,84.1,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,2,0.47,AI ug/org
736994631,Formulation,Mortality,Adult,Food,LD50,3,45.3,AI ug/org
736994631,Active ingredient,Mortality,Adult,Dermal,NOEL,2,0.0934,AI ug/org
736994631,Formulation,Mortality,Adult,Food,NOEL,3,1.68,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,NOEL,3,25,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,NOEL,2,50,AI ug/org
736994631,Formulation,Mortality,Adult,Dermal,NOEL,2,12.5,AI ug/org
736994631,Formulation,Mortality,Adult,Food,NOEL,2,0.12,AI ug/org
736994631,Active ingredient,Mortality,Adult,Food,NOEL,2,0.281,AI ug/org
736994631,Formulation,Mortality,Adult,Food,NOEL,2,0.03,AI ug/org
861229154,Formulation,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
861229154,Formulation,Mortality,Adult,Food,LD50,2,200,AI ug/org
861229154,Formulation,Mortality,Adult,Food,NOEL,2,200,AI ug/org
861229154,Formulation,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
865363399,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
874967676,Active ingredient,Mortality,Adult,Food,LD50,2,4.22,AI ug/org
874967676,Active ingredient,Mortality,Adult,Dermal,LD50,2,98.2,AI ug/org
875915789,Formulation,Mortality,Larva,Food,LD50,3,75.5,AI ug/org
875915789,Formulation,Mortality,Adult,Food,NOEL,10,79,AI ug/org/d
875915789,Formulation,Mortality,Larva,Food,NOEL,15,8,AI ug/org/d
875915789,Formulation,Mortality,Larva,Food,NOEL,22,8,AI ug/org/d
915972177,Formulation,Mortality,Larva,Food,LD50,8,21.95,AI ug/org
915972177,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
915972177,Formulation,Mortality,Adult,Dermal,LD50,2,20.3,AI ug/org
915972177,Formulation,Mortality,Adult,Food,LD50,4,49.8,AI ug/org
915972177,Formulation,Mortality,Adult,Dermal,LD50,4,49.4,AI ug/org
915972177,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
915972177,Formulation,Mortality,Adult,Food,LD50,2,20.8,AI ug/org
915972177,Formulation,Mortality,Larva,Food,LD50,4,37.57,AI ug/org
915972177,Formulation,Development,Larva,Food,NOEL,22,4.04,AI ug/org
915972177,Active ingredient,Mortality,Adult,Food,NOEL,10,73.31,AI ug/org/d
915972177,Formulation,Mortality,Larva,Food,NOEL,8,16.51,AI ug/org
915972177,Formulation,Mortality,Larva,Food,NOEL,15,4.04,AI ug/org
915972177,Active ingredient,Mortality,Adult,Dermal,LD50,4,100,AI ug/org
935545747,Formulation,Mortality,Adult,Food,LD50,4,0.11,AI ug/org
935545747,Formulation,Mortality,Adult,Dermal,LD50,2,0.024,AI ug/org
935545747,Formulation,Mortality,Adult,Dermal,NOEL,2,0.0065,AI ug/org
935545747,Formulation,Mortality,Adult,Food,NOEL,4,0.066,AI ug/org
943831989,Active ingredient,Mortality,Adult,Food,LD50,2,108,AI ug/org
943831989,Active ingredient,Mortality,Larva,Food,LD50,8,5.34,AI ug/org/d
943831989,Active ingredient,Mortality,Adult,Dermal,LD50,2,98.1,AI ug/org
943831989,Active ingredient,Mortality,Adult,Food,NOEL,10,4.6,AI ug/org/d
943831989,Active ingredient,Growth,Adult,Food,NOEL,10,4.6,AI ug/org/d
943831989,Active ingredient,Behavior,Adult,Food,NOEL,10,0.26,AI ug/org/d
943831989,Active ingredient,Mortality,Adult,Food,NOEL,2,108,AI ug/org
943831989,Active ingredient,Development,Larva,Food,NOEL,22,0.149,AI ug/org/d
943831989,Active ingredient,Mortality,Adult,Dermal,NOEL,2,98.1,AI ug/org
943831989,Active ingredient,Mortality,Larva,Food,NOEL,8,5.34,AI ug/org/d
943831989,Active ingredient,Mortality,Larva,Food,NOEL,15,0.149,AI ug/org/d
943831989,Active ingredient,Growth,Larva,Food,NOEL,22,0.367,AI ug/org/d
946578003,Formulation,Mortality,Adult,Food,LD50,2,0.0515,AI ug/org
946578003,Active ingredient,Mortality,Larva,Food,LD50,7,2.65,AI ug/org
946578003,Active ingredient,Mortality,Adult,Food,LD50,2,0.146,AI ug/org
946578003,Active ingredient,Mortality,Larva,Food,LD50,7,0.247,AI ug/org
946578003,Active ingredient,Mortality,Larva,Food,LD50,8,0.4147,AI ug/org/d
946578003,Formulation,Mortality,Adult,Dermal,LD50,2,0.13,AI ug/org
946578003,Active ingredient,Mortality,Adult,Dermal,LD50,3,0.379,AI ug/org
946578003,Formulation,Mortality,Adult,Dermal,LD50,2,0.224,AI ug/org
946578003,Active ingredient,Mortality,Larva,Food,NOEL,22,0.212,AI ug/org/d
946578003,Active ingredient,Behavior,Adult,Food,NOEL,10,0.00539,AI ug/org/d
946578003,Active ingredient,Mortality,Adult,Food,NOEL,10,0.0116,AI ug/org/d
946578003,Active ingredient,Mortality,Adult,Food,NOEL,10,0.00998,AI ug/org/d
946578003,Active ingredient,Development,Larva,Food,NOEL,22,0.212,AI ug/org/d
946578003,Active ingredient,Behavior,Adult,Food,NOEL,10,0.0116,AI ug/org/d
946578003,Active ingredient,Mortality,Larva,Food,NOEL,8,0.4147,AI ug/org/d
